subsample,R2,MAE,RMSE,Time(s)
0.5,0.8553454573803505,734.8759921667687,1307.118147047127,3.0837246417999267
0.6,0.8556168515778271,734.3429152231511,1305.9025600816306,3.5939777374267576
0.7,0.855395662713868,734.3039966970208,1306.9034616754302,4.15936598777771
0.8,0.8557794512845384,733.6568235491172,1305.1656415686423,4.431520080566406
0.9,0.8558534738077412,733.1409614288774,1304.8291187666182,2.9900012493133543
1.0,0.8558631968301078,732.5894289299991,1304.7820093039368,2.6752302169799806
