learning_rate,R2,MAE,RMSE,Time(s)
0.01,0.7366034342419309,1182.5338507585025,1763.8027467085492,3.051271677017212
0.05,0.8556358291669521,734.9897828015972,1305.7979385026779,3.1334022521972655
0.1,0.8558631968301078,732.5894289299991,1304.7820093039368,3.1718515872955324
0.2,0.8546788956921606,733.4311614442577,1310.1434728204702,3.2722299575805662
0.3,0.853527037902791,735.409577500177,1315.3305671184246,2.3643534183502197
0.4,0.8512936274295694,737.5487739033581,1325.3163562845261,2.302136993408203
